,省份,日期,住院人数
2582,天津,2020-02-11,4
2583,天津,2020-02-13,6
2584,天津,2020-02-14,5
2585,天津,2020-02-16,6
2586,天津,2020-02-20,5
2587,天津,2020-02-27,3
2588,天津,2020-03-02,2
2589,天津,2020-03-03,1
2590,贵州,2020-01-22,1
2591,贵州,2020-01-26,2
2592,贵州,2020-01-27,4
2593,贵州,2020-02-01,5
2594,贵州,2020-02-03,6
2595,贵州,2020-02-04,3
2596,贵州,2020-02-06,4
2597,贵州,2020-02-09,5
2598,贵州,2020-02-11,14
2599,贵州,2020-02-13,12
2600,贵州,2020-02-16,11
2601,贵州,2020-02-17,10
2602,贵州,2020-02-21,5
2603,贵州,2020-02-23,4
2604,贵州,2020-02-26,2
2605,贵州,2020-03-08,1
2606,贵州,2020-03-11,0
2607,浙江,2020-01-22,1
2608,浙江,2020-01-23,2
2609,浙江,2020-01-25,3
2610,浙江,2020-01-26,5
2611,浙江,2020-01-28,8
2612,浙江,2020-01-29,10
2613,浙江,2020-01-30,12
2614,浙江,2020-01-31,13
2615,浙江,2020-02-02,14
2616,浙江,2020-02-05,12
2617,浙江,2020-02-07,11
2618,浙江,2020-02-10,9
2619,浙江,2020-02-13,6
2620,浙江,2020-02-15,5
2621,浙江,2020-02-17,4
2622,浙江,2020-02-25,3
2623,浙江,2020-02-28,2
2624,浙江,2020-03-05,0
2625,河南,2020-01-22,1
2626,河南,2020-01-25,2
2627,河南,2020-01-26,3
2628,河南,2020-01-28,4
2629,河南,2020-01-29,5
2630,河南,2020-01-30,6
2631,河南,2020-01-31,7
2632,河南,2020-02-01,6
2633,河南,2020-02-19,5
2634,河南,2020-02-20,0
2635,海南,2020-01-22,1
2636,海南,2020-01-23,2
2637,海南,2020-01-24,5
2638,海南,2020-01-25,8
2639,海南,2020-01-26,10
2640,海南,2020-01-27,14
2641,海南,2020-01-29,13
2642,海南,2020-01-31,14
2643,海南,2020-02-01,16
2644,海南,2020-02-02,13
2645,海南,2020-02-03,14
2646,海南,2020-02-04,18
2647,海南,2020-02-05,25
2648,海南,2020-02-06,25
2649,海南,2020-02-07,27
2650,海南,2020-02-08,29
2651,海南,2020-02-09,29
2652,海南,2020-02-10,33
2653,海南,2020-02-11,34
2654,海南,2020-02-12,42
2655,海南,2020-02-13,39
2656,海南,2020-02-14,38
2657,海南,2020-02-18,31
2658,海南,2020-02-20,28
2659,海南,2020-02-21,23
2660,海南,2020-02-22,20
2661,海南,2020-02-24,14
2662,海南,2020-02-25,13
2663,海南,2020-02-26,9
2664,海南,2020-02-29,2
2665,海南,2020-03-03,1
2666,海南,2020-03-04,0
2667,浙江,2020-01-22,1
2668,浙江,2020-01-24,4
2669,浙江,2020-01-25,5
2670,浙江,2020-01-26,6
2671,浙江,2020-01-27,7
2672,浙江,2020-01-28,19
2673,浙江,2020-01-30,23
2674,浙江,2020-01-31,24
2675,浙江,2020-02-01,26
2676,浙江,2020-02-02,28
2677,浙江,2020-02-03,27
2678,浙江,2020-02-05,30
2679,浙江,2020-02-06,31
2680,浙江,2020-02-07,31
2681,浙江,2020-02-08,30
2682,浙江,2020-02-09,33
2683,浙江,2020-02-10,29
2684,浙江,2020-02-11,28
2685,浙江,2020-02-12,26
2686,浙江,2020-02-13,26
2687,浙江,2020-02-14,25
2688,浙江,2020-02-16,24
2689,浙江,2020-02-17,23
2690,浙江,2020-02-18,22
2691,浙江,2020-02-21,21
2692,浙江,2020-02-22,15
2693,浙江,2020-02-23,12
2694,浙江,2020-02-26,11
2695,浙江,2020-02-27,6
2696,浙江,2020-03-01,5
2697,浙江,2020-03-02,4
2698,浙江,2020-03-05,3
2699,浙江,2020-03-10,1
2700,浙江,2020-03-16,0
2701,辽宁,2020-01-22,1
2702,辽宁,2020-01-23,2
2703,辽宁,2020-01-24,3
2704,辽宁,2020-01-25,5
2705,辽宁,2020-01-26,6
2706,辽宁,2020-01-27,8
2707,辽宁,2020-01-29,9
2708,辽宁,2020-01-30,10
2709,辽宁,2020-01-31,13
2710,辽宁,2020-02-03,15
2711,辽宁,2020-02-04,18
2712,辽宁,2020-02-05,22
2713,辽宁,2020-02-06,23
2714,辽宁,2020-02-07,23
2715,辽宁,2020-02-08,23
2716,辽宁,2020-02-09,21
2717,辽宁,2020-02-11,21
2718,辽宁,2020-02-14,19
2719,辽宁,2020-02-16,17
2720,辽宁,2020-02-21,13
2721,辽宁,2020-02-22,12
2722,辽宁,2020-02-23,10
2723,辽宁,2020-02-24,8
2724,辽宁,2020-02-25,6
2725,辽宁,2020-02-26,5
2726,辽宁,2020-02-28,4
2727,辽宁,2020-02-29,3
2728,辽宁,2020-03-09,2
2729,辽宁,2020-03-17,1
2730,辽宁,2020-03-22,0
2731,辽宁,2020-05-10,1
2732,辽宁,2020-05-13,3
2733,辽宁,2020-05-24,2
2734,辽宁,2020-05-25,0
2735,辽宁,2020-06-13,2
2736,辽宁,2020-06-18,3
2737,河北,2020-01-22,1
2738,河北,2020-01-24,4
2739,河北,2020-01-25,5
2740,河北,2020-01-26,7
2741,河北,2020-01-27,9
2742,河北,2020-01-28,10
2743,河北,2020-01-29,11
2744,河北,2020-01-31,12
2745,河北,2020-02-01,13
2746,河北,2020-02-02,16
2747,河北,2020-02-03,21
2748,河北,2020-02-04,20
2749,河北,2020-02-05,22
2750,河北,2020-02-06,21
2751,河北,2020-02-09,22
2752,河北,2020-02-10,24
2753,河北,2020-02-13,23
2754,河北,2020-02-14,20
2755,河北,2020-02-15,21
2756,河北,2020-02-17,17
2757,河北,2020-02-19,15
2758,河北,2020-02-20,14
2759,河北,2020-02-21,14
2760,河北,2020-02-22,10
2761,河北,2020-02-23,8
2762,河北,2020-02-24,7
2763,河北,2020-02-27,5
2764,河北,2020-02-29,2
2765,河北,2020-03-02,1
2766,河北,2020-03-06,0
2767,北京,2020-01-22,1
2768,北京,2020-01-26,2
2769,北京,2020-01-31,3
2770,北京,2020-02-01,4
2771,北京,2020-02-02,5
2772,北京,2020-02-03,6
2773,北京,2020-02-04,7
2774,北京,2020-02-05,11
2775,北京,2020-02-06,13
2776,北京,2020-02-13,14
2777,北京,2020-06-14,15
2778,江苏,2020-01-22,1
2779,江苏,2020-01-23,2
2780,江苏,2020-01-24,2
2781,江苏,2020-01-25,6
2782,江苏,2020-01-26,7
2783,江苏,2020-01-27,11
2784,江苏,2020-01-28,19
2785,江苏,2020-01-29,23
2786,江苏,2020-01-30,30
2787,江苏,2020-01-31,32
2788,江苏,2020-02-01,36
2789,江苏,2020-02-02,41
2790,江苏,2020-02-03,49
2791,江苏,2020-02-04,52
2792,江苏,2020-02-05,56
2793,江苏,2020-02-06,65
2794,江苏,2020-02-07,68
2795,江苏,2020-02-08,71
2796,江苏,2020-02-09,66
2797,江苏,2020-02-10,67
2798,江苏,2020-02-11,71
2799,江苏,2020-02-12,69
2800,江苏,2020-02-13,68
2801,江苏,2020-02-14,69
2802,江苏,2020-02-15,60
2803,江苏,2020-02-17,56
2804,江苏,2020-02-19,54
2805,江苏,2020-02-20,49
2806,江苏,2020-02-21,45
2807,江苏,2020-02-22,38
2808,江苏,2020-02-23,37
2809,江苏,2020-02-24,30
2810,江苏,2020-02-26,28
2811,江苏,2020-02-28,25
2812,江苏,2020-02-29,23
2813,江苏,2020-03-02,20
2814,江苏,2020-03-03,18
2815,江苏,2020-03-04,17
2816,江苏,2020-03-05,12
2817,江苏,2020-03-06,9
2818,江苏,2020-03-07,7
2819,江苏,2020-03-08,3
2820,江苏,2020-03-10,0
2821,山西,2020-01-22,1
2822,山西,2020-01-24,2
2823,山西,2020-01-27,3
2824,山西,2020-01-29,2
2825,山西,2020-01-30,3
2826,山西,2020-02-01,5
2827,山西,2020-02-04,8
2828,山西,2020-02-06,10
2829,山西,2020-02-07,11
2830,山西,2020-02-08,14
2831,山西,2020-02-09,14
2832,山西,2020-02-10,15
2833,山西,2020-02-14,16
2834,山西,2020-02-15,13
2835,山西,2020-02-18,11
2836,山西,2020-02-19,9
2837,山西,2020-02-20,8
2838,山西,2020-02-24,6
2839,山西,2020-02-26,4
2840,山西,2020-02-27,2
2841,山西,2020-02-28,1
2842,山西,2020-03-01,0
2843,山西,2020-05-02,1
2844,山西,2020-05-09,0
2845,贵州,2020-01-22,1
2846,贵州,2020-01-24,2
2847,贵州,2020-01-31,2
2848,贵州,2020-02-02,5
2849,贵州,2020-02-05,4
2850,贵州,2020-02-08,5
2851,贵州,2020-02-09,6
2852,贵州,2020-02-10,4
2853,贵州,2020-02-11,5
2854,贵州,2020-02-13,4
2855,贵州,2020-02-15,3
2856,贵州,2020-02-17,1
2857,贵州,2020-02-21,0
2858,海南,2020-01-22,1
2859,海南,2020-01-23,2
2860,海南,2020-01-24,5
2861,海南,2020-01-26,7
2862,海南,2020-01-28,8
2863,海南,2020-02-03,11
2864,海南,2020-02-07,12
2865,海南,2020-02-10,13
2866,海南,2020-02-12,12
2867,海南,2020-02-14,10
2868,海南,2020-02-16,9
2869,海南,2020-02-18,4
2870,海南,2020-02-24,2
2871,海南,2020-02-27,1
2872,海南,2020-03-04,0
2873,广西,2020-01-22,1
2874,广西,2020-01-25,2
2875,广西,2020-01-27,4
2876,广西,2020-01-28,3
2877,广西,2020-01-31,4
2878,广西,2020-02-03,3
2879,广西,2020-02-08,2
2880,广西,2020-02-10,0
2881,陕西,2020-01-22,2
2882,陕西,2020-01-24,4
2883,陕西,2020-01-25,8
2884,陕西,2020-01-26,12
2885,陕西,2020-01-27,15
2886,陕西,2020-01-28,18
2887,陕西,2020-01-29,22
2888,陕西,2020-01-30,31
2889,陕西,2020-01-31,39
2890,陕西,2020-02-01,47
2891,陕西,2020-02-02,55
2892,陕西,2020-02-03,59
2893,陕西,2020-02-04,68
2894,陕西,2020-02-05,69
2895,陕西,2020-02-06,75
2896,陕西,2020-02-07,79
2897,陕西,2020-02-08,86
2898,陕西,2020-02-09,86
2899,陕西,2020-02-10,92
2900,陕西,2020-02-11,95
2901,陕西,2020-02-12,99
2902,陕西,2020-02-13,94
2903,陕西,2020-02-14,91
2904,陕西,2020-02-15,84
2905,陕西,2020-02-16,82
2906,陕西,2020-02-17,80
2907,陕西,2020-02-18,78
2908,陕西,2020-02-19,73
2909,陕西,2020-02-20,69
2910,陕西,2020-02-21,54
2911,陕西,2020-02-22,48
2912,陕西,2020-02-23,45
2913,陕西,2020-02-24,39
2914,陕西,2020-02-25,32
2915,陕西,2020-02-26,27
2916,陕西,2020-02-27,24
2917,陕西,2020-02-28,21
2918,陕西,2020-02-29,19
2919,陕西,2020-03-01,18
2920,陕西,2020-03-02,15
2921,陕西,2020-03-05,11
2922,陕西,2020-03-11,8
2923,陕西,2020-03-16,7
2924,陕西,2020-03-17,4
2925,陕西,2020-03-18,3
2926,陕西,2020-03-25,0
2927,陕西,2020-01-22,1
2928,陕西,2020-01-24,3
2929,陕西,2020-01-26,4
2930,陕西,2020-01-28,5
2931,陕西,2020-01-30,6
2932,陕西,2020-01-31,8
2933,陕西,2020-02-01,9
2934,陕西,2020-02-03,12
2935,陕西,2020-02-04,16
2936,陕西,2020-02-06,15
2937,陕西,2020-02-07,16
2938,陕西,2020-02-08,15
2939,陕西,2020-02-09,16
2940,陕西,2020-02-10,14
2941,陕西,2020-02-14,13
2942,陕西,2020-02-16,12
2943,陕西,2020-02-18,11
2944,陕西,2020-02-19,10
2945,陕西,2020-02-21,6
2946,陕西,2020-02-22,4
2947,陕西,2020-02-24,3
2948,陕西,2020-02-29,1
2949,陕西,2020-03-25,0
2950,香港,2020-01-22,1
2951,香港,2020-01-23,2
2952,香港,2020-01-24,5
2953,香港,2020-01-26,8
2954,香港,2020-01-28,10
2955,香港,2020-01-29,12
2956,香港,2020-01-31,13
2957,香港,2020-02-01,14
2958,香港,2020-02-02,15
2959,香港,2020-02-04,17
2960,香港,2020-02-05,20
2961,香港,2020-02-06,23
2962,香港,2020-02-07,25
2963,香港,2020-02-09,35
2964,香港,2020-02-10,41
2965,香港,2020-02-11,48
2966,香港,2020-02-12,48
2967,香港,2020-02-13,51
2968,香港,2020-02-14,54
2969,香港,2020-02-16,54
2970,香港,2020-02-17,57
2971,香港,2020-02-18,57
2972,香港,2020-02-19,58
2973,香港,2020-02-20,61
2974,香港,2020-02-21,60
2975,香港,2020-02-22,56
2976,香港,2020-02-23,60
2977,香港,2020-02-24,61
2978,香港,2020-02-25,65
2979,香港,2020-02-26,65
2980,香港,2020-02-27,65
2981,香港,2020-02-28,62
2982,香港,2020-02-29,60
2983,香港,2020-03-01,60
2984,香港,2020-03-02,62
2985,香港,2020-03-03,61
2986,香港,2020-03-04,59
2987,香港,2020-03-05,56
2988,香港,2020-03-06,54
2989,香港,2020-03-07,52
2990,香港,2020-03-08,52
2991,香港,2020-03-09,52
2992,香港,2020-03-10,52
2993,香港,2020-03-11,59
2994,香港,2020-03-12,53
2995,香港,2020-03-13,55
2996,香港,2020-03-14,56
2997,香港,2020-03-15,60
2998,香港,2020-03-16,65
2999,香港,2020-03-17,71
3000,香港,2020-03-18,93
3001,香港,2020-03-19,106
3002,香港,2020-03-20,154
3003,香港,2020-03-21,169
3004,香港,2020-03-22,213
3005,香港,2020-03-23,251
3006,香港,2020-03-24,280
3007,香港,2020-03-25,300
3008,香港,2020-03-26,339
3009,香港,2020-03-27,403
3010,香港,2020-03-28,466
3011,香港,2020-03-29,519
3012,香港,2020-03-30,554
3013,香港,2020-03-31,582
3014,香港,2020-04-01,614
3015,香港,2020-04-02,644
3016,香港,2020-04-03,668
3017,香港,2020-04-04,672
3018,香港,2020-04-05,680
3019,香港,2020-04-06,694
3020,香港,2020-04-07,695
3021,香港,2020-04-08,692
3022,香港,2020-04-09,676
3023,香港,2020-04-10,676
3024,香港,2020-04-11,660
3025,香港,2020-04-12,640
3026,香港,2020-04-13,608
3027,香港,2020-04-14,574
3028,香港,2020-04-15,553
3029,香港,2020-04-16,528
3030,香港,2020-04-17,485
3031,香港,2020-04-18,451
3032,香港,2020-04-19,419
3033,香港,2020-04-20,391
3034,香港,2020-04-21,375
3035,香港,2020-04-22,351
3036,香港,2020-04-23,332
3037,香港,2020-04-24,306
3038,香港,2020-04-25,280
3039,香港,2020-04-26,261
3040,香港,2020-04-27,246
3041,香港,2020-04-28,222
3042,香港,2020-04-29,203
3043,香港,2020-04-30,187
3044,香港,2020-05-01,176
3045,香港,2020-05-02,171
3046,香港,2020-05-03,156
3047,香港,2020-05-04,136
3048,香港,2020-05-05,116
3049,香港,2020-05-06,104
3050,香港,2020-05-07,96
3051,香港,2020-05-08,80
3052,香港,2020-05-09,73
3053,香港,2020-05-10,61
3054,香港,2020-05-11,58
3055,香港,2020-05-12,52
3056,香港,2020-05-13,38
3057,香港,2020-05-14,38
3058,香港,2020-05-15,29
3059,香港,2020-05-16,26
3060,香港,2020-05-17,27
3061,香港,2020-05-18,26
3062,香港,2020-05-20,25
3063,香港,2020-05-21,30
3064,香港,2020-05-22,32
3065,香港,2020-05-24,31
3066,香港,2020-05-26,28
3067,香港,2020-05-27,28
3068,香港,2020-05-28,27
3069,香港,2020-05-29,40
3070,香港,2020-05-30,42
3071,香港,2020-05-31,43
3072,香港,2020-06-01,46
3073,香港,2020-06-02,51
3074,香港,2020-06-03,50
3075,香港,2020-06-04,53
3076,香港,2020-06-05,53
3077,香港,2020-06-06,53
3078,香港,2020-06-07,53
3079,香港,2020-06-08,54
3080,香港,2020-06-09,53
3081,香港,2020-06-10,52
3082,香港,2020-06-11,48
3083,香港,2020-06-12,44
3084,香港,2020-06-13,44
3085,香港,2020-06-14,38
3086,香港,2020-06-15,41
3087,香港,2020-06-16,39
3088,香港,2020-06-17,45
3089,香港,2020-06-18,48
3090,香港,2020-06-19,49
3091,香港,2020-06-20,47
3092,香港,2020-06-21,49
3093,香港,2020-06-22,79
3094,香港,2020-06-23,90
3095,香港,2020-06-24,89
3096,香港,2020-06-25,101
3097,香港,2020-06-26,101
3098,香港,2020-06-27,98
3099,香港,2020-06-28,91
3100,香港,2020-06-29,94
3101,重庆,2020-01-22,2
3102,重庆,2020-01-24,3
3103,重庆,2020-02-02,2
3104,重庆,2020-02-08,4
3105,重庆,2020-02-14,3
3106,重庆,2020-02-19,1
3107,重庆,2020-02-25,0
3108,湖南,2020-01-22,1
3109,湖南,2020-01-23,4
3110,湖南,2020-01-27,7
3111,湖南,2020-01-28,11
3112,湖南,2020-01-29,14
3113,湖南,2020-01-30,16
3114,湖南,2020-01-31,18
3115,湖南,2020-02-01,20
3116,湖南,2020-02-02,24
3117,湖南,2020-02-03,21
3118,湖南,2020-02-04,25
3119,湖南,2020-02-05,24
3120,湖南,2020-02-06,30
3121,湖南,2020-02-07,30
3122,湖南,2020-02-09,28
3123,湖南,2020-02-10,29
3124,湖南,2020-02-11,25
3125,湖南,2020-02-13,20
3126,湖南,2020-02-15,16
3127,湖南,2020-02-16,15
3128,湖南,2020-02-17,13
3129,湖南,2020-02-21,8
3130,湖南,2020-02-22,6
3131,湖南,2020-02-24,2
3132,湖南,2020-02-26,2
3133,湖南,2020-03-01,1
3134,湖南,2020-03-05,0
3135,吉林,2020-01-22,1
3136,吉林,2020-01-29,4
3137,吉林,2020-01-30,3
3138,吉林,2020-01-31,6
3139,吉林,2020-02-01,12
3140,吉林,2020-02-02,16
3141,吉林,2020-02-03,17
3142,吉林,2020-02-04,27
3143,吉林,2020-02-05,28
3144,吉林,2020-02-06,31
3145,吉林,2020-02-08,36
3146,吉林,2020-02-09,33
3147,吉林,2020-02-10,34
3148,吉林,2020-02-11,31
3149,吉林,2020-02-13,30
3150,吉林,2020-02-14,31
3151,吉林,2020-02-15,31
3152,吉林,2020-02-16,29
3153,吉林,2020-02-17,26
3154,吉林,2020-02-20,24
3155,吉林,2020-02-21,23
3156,吉林,2020-02-22,19
3157,吉林,2020-02-23,18
3158,吉林,2020-02-24,13
3159,吉林,2020-02-25,12
3160,吉林,2020-02-27,10
3161,吉林,2020-02-28,8
3162,吉林,2020-02-29,6
3163,吉林,2020-03-02,5
3164,吉林,2020-03-03,4
3165,吉林,2020-03-04,2
3166,吉林,2020-03-05,1
3167,吉林,2020-03-09,0
3168,广东,2020-01-22,1
3169,广东,2020-01-24,2
3170,广东,2020-01-25,4
3171,广东,2020-01-28,5
3172,广东,2020-01-30,6
3173,广东,2020-01-31,5
3174,广东,2020-02-01,6
3175,广东,2020-02-03,9
3176,广东,2020-02-04,10
3177,广东,2020-02-05,12
3178,广东,2020-02-06,12
3179,广东,2020-02-08,10
3180,广东,2020-02-10,10
3181,广东,2020-02-11,8
3182,广东,2020-02-13,9
3183,广东,2020-02-15,8
3184,广东,2020-02-17,9
3185,广东,2020-02-21,10
3186,广东,2020-02-22,8
3187,广东,2020-02-26,5
3188,广东,2020-03-01,4
3189,广东,2020-01-22,1
3190,广东,2020-01-23,2
3191,广东,2020-01-26,4
3192,广东,2020-01-27,6
3193,广东,2020-01-28,12
3194,广东,2020-01-29,16
3195,广东,2020-01-30,18
3196,广东,2020-02-01,21
3197,广东,2020-02-02,25
3198,广东,2020-02-03,31
3199,广东,2020-02-04,33
3200,广东,2020-02-05,41
3201,广东,2020-02-06,41
3202,广东,2020-02-07,36
3203,广东,2020-02-08,38
3204,广东,2020-02-09,43
3205,广东,2020-02-10,43
3206,广东,2020-02-11,42
3207,广东,2020-02-12,43
3208,广东,2020-02-13,39
3209,广东,2020-02-14,35
3210,广东,2020-02-15,32
3211,广东,2020-02-16,32
3212,广东,2020-02-17,27
3213,广东,2020-02-18,26
3214,广东,2020-02-19,24
3215,广东,2020-02-20,23
3216,广东,2020-02-21,20
3217,广东,2020-02-23,17
3218,广东,2020-02-24,15
3219,广东,2020-02-25,13
3220,广东,2020-02-27,11
3221,广东,2020-02-28,8
3222,广东,2020-03-02,7
3223,广东,2020-03-03,6
3224,广东,2020-03-04,5
3225,广东,2020-03-05,4
3226,广东,2020-03-11,3
3227,广东,2020-03-12,2
3228,广东,2020-04-17,3
3229,陕西,2020-01-23,1
3230,陕西,2020-01-24,3
3231,陕西,2020-01-26,7
3232,陕西,2020-01-27,8
3233,陕西,2020-01-28,10
3234,陕西,2020-01-30,13
3235,陕西,2020-01-31,14
3236,陕西,2020-02-01,16
3237,陕西,2020-02-02,17
3238,陕西,2020-02-04,19
3239,陕西,2020-02-05,20
3240,陕西,2020-02-09,17
3241,陕西,2020-02-13,18
3242,陕西,2020-02-14,19
3243,陕西,2020-02-16,18
3244,陕西,2020-02-18,15
3245,陕西,2020-02-19,11
3246,陕西,2020-02-23,9
3247,陕西,2020-02-25,6
3248,陕西,2020-02-29,3
3249,陕西,2020-03-02,1
3250,陕西,2020-03-11,0
3251,安徽,2020-01-23,1
3252,安徽,2020-01-24,4
3253,安徽,2020-01-25,5
3254,安徽,2020-01-26,8
3255,安徽,2020-01-28,18
3256,安徽,2020-01-29,24
3257,安徽,2020-01-31,37
3258,安徽,2020-02-01,43
3259,安徽,2020-02-02,47
3260,安徽,2020-02-03,55
3261,安徽,2020-02-04,53
3262,安徽,2020-02-05,57
3263,安徽,2020-02-06,63
3264,安徽,2020-02-07,65
3265,安徽,2020-02-08,69
3266,安徽,2020-02-09,66
3267,安徽,2020-02-10,65
3268,安徽,2020-02-13,52
3269,安徽,2020-02-14,50
3270,安徽,2020-02-15,49
3271,安徽,2020-02-16,49
3272,安徽,2020-02-18,44
3273,安徽,2020-02-19,39
3274,安徽,2020-02-20,30
3275,安徽,2020-02-21,28
3276,安徽,2020-02-22,22
3277,安徽,2020-02-23,18
3278,安徽,2020-02-24,14
3279,安徽,2020-02-26,9
3280,安徽,2020-02-27,4
3281,安徽,2020-02-28,3
3282,安徽,2020-03-01,1
3283,安徽,2020-03-04,0
3284,广西,2020-01-23,1
3285,广西,2020-01-25,2
3286,广西,2020-02-06,3
3287,广西,2020-02-18,1
3288,广西,2020-02-25,0
3289,安徽,2020-01-23,1
3290,安徽,2020-01-26,3
3291,安徽,2020-01-29,8
3292,安徽,2020-01-30,15
3293,安徽,2020-01-31,16
3294,安徽,2020-02-01,26
3295,安徽,2020-02-02,37
3296,安徽,2020-02-03,43
3297,安徽,2020-02-04,48
3298,安徽,2020-02-05,64
3299,安徽,2020-02-06,88
3300,安徽,2020-02-07,98
3301,安徽,2020-02-08,113
3302,安徽,2020-02-09,122
3303,安徽,2020-02-10,129
3304,安徽,2020-02-11,136
3305,安徽,2020-02-12,140
3306,安徽,2020-02-13,141
3307,安徽,2020-02-14,141
3308,安徽,2020-02-15,143
3309,安徽,2020-02-16,140
3310,安徽,2020-02-17,132
3311,安徽,2020-02-18,124
3312,安徽,2020-02-19,115
3313,安徽,2020-02-20,99
3314,安徽,2020-02-21,74
3315,安徽,2020-02-22,54
3316,安徽,2020-02-23,48
3317,安徽,2020-02-24,42
3318,安徽,2020-02-25,36
3319,安徽,2020-02-26,28
3320,安徽,2020-02-27,19
3321,安徽,2020-02-28,14
3322,安徽,2020-02-29,11
3323,安徽,2020-03-01,9
3324,安徽,2020-03-02,7
3325,安徽,2020-03-03,3
3326,安徽,2020-03-04,0
3327,河北,2020-01-23,0
3328,河北,2020-01-24,1
3329,河北,2020-01-27,4
3330,河北,2020-01-28,7
3331,河北,2020-01-29,11
3332,河北,2020-01-30,17
3333,河北,2020-01-31,18
3334,河北,2020-02-03,19
3335,河北,2020-02-05,20
3336,河北,2020-02-06,20
3337,河北,2020-02-07,23
3338,河北,2020-02-08,21
3339,河北,2020-02-09,19
3340,河北,2020-02-10,21
3341,河北,2020-02-11,24
3342,河北,2020-02-12,28
3343,河北,2020-02-13,31
3344,河北,2020-02-14,30
3345,河北,2020-02-15,31
3346,河北,2020-02-16,26
3347,河北,2020-02-17,27
3348,河北,2020-02-20,23
3349,河北,2020-02-22,19
3350,河北,2020-02-23,17
3351,河北,2020-02-24,14
3352,河北,2020-02-25,12
3353,河北,2020-02-26,10
3354,河北,2020-02-27,6
3355,河北,2020-02-28,4
3356,河北,2020-02-29,3
3357,河北,2020-03-01,0
3358,河北,2020-06-21,1
3359,辽宁,2020-01-23,1
3360,辽宁,2020-01-24,2
3361,辽宁,2020-01-28,3
3362,辽宁,2020-01-29,4
3363,辽宁,2020-01-30,5
3364,辽宁,2020-01-31,6
3365,辽宁,2020-02-11,4
3366,辽宁,2020-02-16,3
3367,辽宁,2020-02-28,2
3368,辽宁,2020-03-08,1
3369,辽宁,2020-03-19,0
3370,安徽,2020-01-23,1
3371,安徽,2020-01-29,2
3372,安徽,2020-01-30,4
3373,安徽,2020-02-01,6
3374,安徽,2020-02-03,9
