,省份,日期,住院人数
1706,安徽,2020-02-07,76
1707,安徽,2020-02-08,82
1708,安徽,2020-02-09,87
1709,安徽,2020-02-10,85
1710,安徽,2020-02-11,90
1711,安徽,2020-02-12,88
1712,安徽,2020-02-13,90
1713,安徽,2020-02-14,88
1714,安徽,2020-02-15,83
1715,安徽,2020-02-16,73
1716,安徽,2020-02-18,61
1717,安徽,2020-02-19,50
1718,安徽,2020-02-20,43
1719,安徽,2020-02-21,38
1720,安徽,2020-02-22,35
1721,安徽,2020-02-23,28
1722,安徽,2020-02-24,27
1723,安徽,2020-02-25,21
1724,安徽,2020-02-26,19
1725,安徽,2020-02-27,9
1726,安徽,2020-02-28,8
1727,安徽,2020-02-29,7
1728,安徽,2020-03-01,5
1729,安徽,2020-03-02,1
1730,安徽,2020-03-05,0
1731,北京,2020-01-22,1
1732,北京,2020-01-23,3
1733,北京,2020-01-24,6
1734,北京,2020-01-25,8
1735,北京,2020-01-26,11
1736,北京,2020-01-27,17
1737,北京,2020-01-28,19
1738,北京,2020-01-29,21
1739,北京,2020-01-30,22
1740,北京,2020-01-31,27
1741,北京,2020-02-01,31
1742,北京,2020-02-03,36
1743,北京,2020-02-04,43
1744,北京,2020-02-05,48
1745,北京,2020-02-06,51
1746,北京,2020-02-07,53
1747,北京,2020-02-08,55
1748,北京,2020-02-09,56
1749,北京,2020-02-13,58
1750,北京,2020-02-21,60
1751,北京,2020-02-24,61
1752,北京,2020-02-26,70
1753,北京,2020-02-28,71
1754,北京,2020-03-04,72
1755,北京,2020-04-15,75
1756,北京,2020-06-14,76
1757,北京,2020-06-21,77
1758,湖南,2020-01-22,1
1759,湖南,2020-01-25,3
1760,湖南,2020-01-26,6
1761,湖南,2020-01-27,7
1762,湖南,2020-01-29,10
1763,湖南,2020-01-30,11
1764,湖南,2020-01-31,12
1765,湖南,2020-02-01,17
1766,湖南,2020-02-02,20
1767,湖南,2020-02-03,21
1768,湖南,2020-02-04,23
1769,湖南,2020-02-05,23
1770,湖南,2020-02-06,25
1771,湖南,2020-02-07,25
1772,湖南,2020-02-08,24
1773,湖南,2020-02-10,20
1774,湖南,2020-02-11,24
1775,湖南,2020-02-12,23
1776,湖南,2020-02-13,24
1777,湖南,2020-02-14,17
1778,湖南,2020-02-17,13
1779,湖南,2020-02-18,12
1780,湖南,2020-02-19,10
1781,湖南,2020-02-21,9
1782,湖南,2020-02-22,8
1783,湖南,2020-02-26,6
1784,湖南,2020-02-27,5
1785,湖南,2020-02-29,4
1786,湖南,2020-03-03,3
1787,湖南,2020-03-05,2
1788,湖南,2020-03-06,1
1789,安徽,2020-01-22,1
1790,安徽,2020-01-24,2
1791,安徽,2020-01-27,4
1792,安徽,2020-01-31,6
1793,安徽,2020-02-02,8
1794,安徽,2020-02-03,9
1795,安徽,2020-02-09,10
1796,安徽,2020-02-10,9
1797,安徽,2020-02-11,8
1798,安徽,2020-02-12,9
1799,安徽,2020-02-14,6
1800,安徽,2020-02-20,5
1801,安徽,2020-02-24,4
1802,安徽,2020-02-27,3
1803,安徽,2020-02-29,2
1804,安徽,2020-03-03,1
1805,安徽,2020-03-04,0
1806,四川,2020-01-22,1
1807,四川,2020-01-26,3
1808,四川,2020-01-28,4
1809,四川,2020-01-29,6
1810,四川,2020-01-30,8
1811,四川,2020-01-31,9
1812,四川,2020-02-02,11
1813,四川,2020-02-03,12
1814,四川,2020-02-04,16
1815,四川,2020-02-05,19
1816,四川,2020-02-06,19
1817,四川,2020-02-07,21
1818,四川,2020-02-08,20
1819,四川,2020-02-09,23
1820,四川,2020-02-10,25
1821,四川,2020-02-11,28
1822,四川,2020-02-12,31
1823,四川,2020-02-16,32
1824,四川,2020-02-17,31
1825,四川,2020-02-18,32
1826,四川,2020-02-19,29
1827,四川,2020-02-20,30
1828,四川,2020-02-21,28
1829,四川,2020-02-24,27
1830,四川,2020-02-26,22
1831,四川,2020-02-27,21
1832,四川,2020-02-28,16
1833,四川,2020-02-29,15
1834,四川,2020-03-02,14
1835,四川,2020-03-04,11
1836,四川,2020-03-05,7
1837,四川,2020-03-06,3
1838,四川,2020-03-09,1
1839,四川,2020-03-13,0
1840,辽宁,2020-01-22,1
1841,辽宁,2020-01-24,2
1842,辽宁,2020-01-25,4
1843,辽宁,2020-01-27,5
1844,辽宁,2020-01-29,4
1845,辽宁,2020-01-30,6
1846,辽宁,2020-01-31,7
1847,辽宁,2020-02-01,9
1848,辽宁,2020-02-02,11
1849,辽宁,2020-02-04,11
1850,辽宁,2020-02-05,11
1851,辽宁,2020-02-08,13
1852,辽宁,2020-02-11,12
1853,辽宁,2020-02-13,13
1854,辽宁,2020-02-14,14
1855,辽宁,2020-02-15,13
1856,辽宁,2020-02-18,9
1857,辽宁,2020-02-24,7
1858,辽宁,2020-02-26,6
1859,辽宁,2020-02-29,5
1860,辽宁,2020-03-10,4
1861,辽宁,2020-03-13,3
1862,辽宁,2020-03-15,2
1863,辽宁,2020-03-16,1
1864,辽宁,2020-04-19,0
1865,重庆,2020-01-22,1
1866,重庆,2020-02-02,2
1867,重庆,2020-02-04,3
1868,重庆,2020-02-13,2
1869,重庆,2020-02-17,1
1870,重庆,2020-02-20,3
1871,重庆,2020-02-28,2
1872,重庆,2020-03-03,1
1873,重庆,2020-03-07,0
1874,福建,2020-01-22,1
1875,福建,2020-01-23,2
1876,福建,2020-01-24,5
1877,福建,2020-01-25,6
1878,福建,2020-01-26,13
1879,福建,2020-01-27,18
1880,福建,2020-01-28,24
1881,福建,2020-01-29,30
1882,福建,2020-01-30,32
1883,福建,2020-01-31,39
1884,福建,2020-02-01,44
1885,福建,2020-02-02,47
1886,福建,2020-02-03,53
1887,福建,2020-02-04,53
1888,福建,2020-02-05,52
1889,福建,2020-02-06,51
1890,福建,2020-02-07,52
1891,福建,2020-02-08,52
1892,福建,2020-02-09,52
1893,福建,2020-02-10,51
1894,福建,2020-02-11,51
1895,福建,2020-02-12,49
1896,福建,2020-02-13,49
1897,福建,2020-02-14,48
1898,福建,2020-02-15,48
1899,福建,2020-02-16,46
1900,福建,2020-02-17,45
1901,福建,2020-02-18,43
1902,福建,2020-02-19,37
1903,福建,2020-02-20,34
1904,福建,2020-02-21,23
1905,福建,2020-02-22,20
1906,福建,2020-02-23,17
1907,福建,2020-02-24,14
1908,福建,2020-02-25,9
1909,福建,2020-02-26,6
1910,福建,2020-02-27,4
1911,福建,2020-02-28,2
1912,福建,2020-02-29,1
1913,福建,2020-03-05,0
1914,安徽,2020-01-22,1
1915,安徽,2020-01-23,2
1916,安徽,2020-01-24,7
1917,安徽,2020-01-25,10
1918,安徽,2020-01-27,21
1919,安徽,2020-01-28,23
1920,安徽,2020-01-29,28
1921,安徽,2020-01-30,38
1922,安徽,2020-01-31,47
1923,安徽,2020-02-01,59
1924,安徽,2020-02-02,65
1925,安徽,2020-02-03,79
1926,安徽,2020-02-04,81
1927,安徽,2020-02-05,92
1928,安徽,2020-02-06,98
1929,安徽,2020-02-07,104
1930,安徽,2020-02-08,107
1931,安徽,2020-02-09,112
1932,安徽,2020-02-10,119
1933,安徽,2020-02-11,121
1934,安徽,2020-02-12,125
1935,安徽,2020-02-13,123
1936,安徽,2020-02-14,122
1937,安徽,2020-02-15,120
1938,安徽,2020-02-16,116
1939,安徽,2020-02-17,113
1940,安徽,2020-02-18,108
1941,安徽,2020-02-19,91
1942,安徽,2020-02-20,76
1943,安徽,2020-02-21,65
1944,安徽,2020-02-22,56
1945,安徽,2020-02-23,53
1946,安徽,2020-02-24,51
1947,安徽,2020-02-25,46
1948,安徽,2020-02-26,43
1949,安徽,2020-02-27,36
1950,安徽,2020-02-28,27
1951,安徽,2020-02-29,21
1952,安徽,2020-03-01,16
1953,安徽,2020-03-02,10
1954,安徽,2020-03-03,4
1955,安徽,2020-03-04,0
1956,贵州,2020-01-22,1
1957,贵州,2020-01-28,0
1958,贵州,2020-01-31,3
1959,贵州,2020-02-01,5
1960,贵州,2020-02-02,6
1961,贵州,2020-02-03,9
1962,贵州,2020-02-04,11
1963,贵州,2020-02-05,14
1964,贵州,2020-02-06,17
1965,贵州,2020-02-08,21
1966,贵州,2020-02-09,26
1967,贵州,2020-02-10,28
1968,贵州,2020-02-11,26
1969,贵州,2020-02-12,30
1970,贵州,2020-02-13,30
1971,贵州,2020-02-15,28
1972,贵州,2020-02-16,26
1973,贵州,2020-02-17,23
1974,贵州,2020-02-18,22
1975,贵州,2020-02-19,21
1976,贵州,2020-02-20,18
1977,贵州,2020-02-21,17
1978,贵州,2020-02-23,12
1979,贵州,2020-02-26,8
1980,贵州,2020-03-01,7
1981,贵州,2020-03-09,6
1982,贵州,2020-03-10,4
1983,贵州,2020-03-11,3
1984,贵州,2020-03-12,2
1985,贵州,2020-03-13,1
1986,贵州,2020-03-16,0
1987,黑龙江,2020-01-22,1
1988,黑龙江,2020-01-24,6
1989,黑龙江,2020-01-25,8
1990,黑龙江,2020-01-27,10
1991,黑龙江,2020-01-28,11
1992,黑龙江,2020-01-29,13
1993,黑龙江,2020-01-30,18
1994,黑龙江,2020-01-31,25
1995,黑龙江,2020-02-01,32
1996,黑龙江,2020-02-02,43
1997,黑龙江,2020-02-03,61
1998,黑龙江,2020-02-04,69
1999,黑龙江,2020-02-05,76
2000,黑龙江,2020-02-06,88
2001,黑龙江,2020-02-07,91
2002,黑龙江,2020-02-08,105
2003,黑龙江,2020-02-09,119
2004,黑龙江,2020-02-10,131
2005,黑龙江,2020-02-11,135
2006,黑龙江,2020-02-12,143
2007,黑龙江,2020-02-13,146
2008,黑龙江,2020-02-14,145
2009,黑龙江,2020-02-15,149
2010,黑龙江,2020-02-16,153
2011,黑龙江,2020-02-17,155
2012,黑龙江,2020-02-18,143
2013,黑龙江,2020-02-19,143
2014,黑龙江,2020-02-20,139
2015,黑龙江,2020-02-21,119
2016,黑龙江,2020-02-22,118
2017,黑龙江,2020-02-26,116
2018,黑龙江,2020-02-27,109
2019,黑龙江,2020-02-28,100
2020,黑龙江,2020-02-29,71
2021,黑龙江,2020-03-01,54
2022,黑龙江,2020-03-03,48
2023,黑龙江,2020-03-04,46
2024,黑龙江,2020-03-06,28
2025,黑龙江,2020-03-07,26
2026,黑龙江,2020-03-08,21
2027,黑龙江,2020-03-09,16
2028,黑龙江,2020-03-10,15
2029,黑龙江,2020-03-11,12
2030,黑龙江,2020-03-12,8
2031,黑龙江,2020-03-14,7
2032,黑龙江,2020-03-15,6
2033,黑龙江,2020-03-16,5
2034,黑龙江,2020-03-17,4
2035,黑龙江,2020-03-19,2
2036,黑龙江,2020-03-21,1
2037,黑龙江,2020-03-23,0
2038,黑龙江,2020-04-09,1
2039,黑龙江,2020-04-10,2
2040,黑龙江,2020-04-11,4
2041,黑龙江,2020-04-12,11
2042,黑龙江,2020-04-14,19
2043,黑龙江,2020-04-15,23
2044,黑龙江,2020-04-16,26
2045,黑龙江,2020-04-17,32
2046,黑龙江,2020-04-18,36
2047,黑龙江,2020-04-19,39
2048,黑龙江,2020-04-20,45
2049,黑龙江,2020-04-21,52
2050,黑龙江,2020-04-22,55
2051,黑龙江,2020-04-23,57
2052,黑龙江,2020-04-24,58
2053,黑龙江,2020-04-25,60
2054,黑龙江,2020-04-26,61
2055,黑龙江,2020-04-27,64
2056,黑龙江,2020-04-28,63
2057,黑龙江,2020-05-02,50
2058,黑龙江,2020-05-04,43
2059,黑龙江,2020-05-05,38
2060,黑龙江,2020-05-06,29
2061,黑龙江,2020-05-07,22
2062,黑龙江,2020-05-08,14
2063,黑龙江,2020-05-09,7
2064,黑龙江,2020-05-11,4
2065,黑龙江,2020-05-12,3
2066,黑龙江,2020-05-13,2
2067,黑龙江,2020-05-15,1
2068,黑龙江,2020-05-16,0
2069,海南,2020-01-22,1
2070,海南,2020-01-23,3
2071,海南,2020-01-26,6
2072,海南,2020-01-27,7
2073,海南,2020-01-28,9
2074,海南,2020-01-31,11
2075,海南,2020-02-02,13
2076,海南,2020-02-03,14
2077,海南,2020-02-04,16
2078,海南,2020-02-06,18
2079,海南,2020-02-07,21
2080,海南,2020-02-08,21
2081,海南,2020-02-09,24
2082,海南,2020-02-10,25
2083,海南,2020-02-11,24
2084,海南,2020-02-12,23
2085,海南,2020-02-14,25
2086,海南,2020-02-16,22
2087,海南,2020-02-17,19
2088,海南,2020-02-18,18
2089,海南,2020-02-19,22
2090,海南,2020-02-21,21
2091,海南,2020-02-22,20
2092,海南,2020-02-23,19
2093,海南,2020-02-24,17
2094,海南,2020-02-25,11
2095,海南,2020-02-26,10
2096,海南,2020-02-27,9
2097,海南,2020-02-28,8
2098,海南,2020-02-29,6
2099,海南,2020-03-01,4
2100,海南,2020-03-03,2
2101,海南,2020-03-04,1
2102,海南,2020-03-24,0
2103,天津,2020-01-22,1
2104,天津,2020-01-29,2
2105,天津,2020-01-30,3
2106,天津,2020-02-02,4
2107,天津,2020-02-03,5
2108,天津,2020-02-04,6
2109,天津,2020-02-08,5
2110,天津,2020-02-13,4
2111,天津,2020-02-16,2
2112,天津,2020-02-23,1
2113,天津,2020-03-02,0
2114,湖南,2020-01-22,3
2115,湖南,2020-01-24,5
2116,湖南,2020-01-25,8
2117,湖南,2020-01-26,11
2118,湖南,2020-01-27,16
2119,湖南,2020-01-28,18
2120,湖南,2020-01-29,23
2121,湖南,2020-01-30,26
2122,湖南,2020-01-31,27
2123,湖南,2020-02-01,30
2124,湖南,2020-02-02,31
2125,湖南,2020-02-03,34
2126,湖南,2020-02-04,33
2127,湖南,2020-02-05,30
2128,湖南,2020-02-06,31
2129,湖南,2020-02-07,24
2130,湖南,2020-02-08,24
2131,湖南,2020-02-11,18
2132,湖南,2020-02-13,13
2133,湖南,2020-02-14,12
2134,湖南,2020-02-15,10
2135,湖南,2020-02-16,8
2136,湖南,2020-02-17,6
2137,湖南,2020-02-18,3
2138,湖南,2020-02-19,2
2139,湖南,2020-02-24,1
2140,湖南,2020-02-26,0
2141,浙江,2020-01-22,1
2142,浙江,2020-01-24,2
2143,浙江,2020-01-25,3
2144,浙江,2020-01-26,5
2145,浙江,2020-01-27,7
2146,浙江,2020-01-28,13
2147,浙江,2020-01-29,20
2148,浙江,2020-01-30,27
2149,浙江,2020-01-31,31
2150,浙江,2020-02-02,30
2151,浙江,2020-02-03,34
2152,浙江,2020-02-04,38
2153,浙江,2020-02-05,39
2154,浙江,2020-02-06,39
2155,浙江,2020-02-07,43
2156,浙江,2020-02-08,40
2157,浙江,2020-02-09,38
2158,浙江,2020-02-10,37
2159,浙江,2020-02-11,35
2160,浙江,2020-02-12,32
2161,浙江,2020-02-13,31
2162,浙江,2020-02-17,25
2163,浙江,2020-02-19,22
2164,浙江,2020-02-20,19
2165,浙江,2020-02-21,18
2166,浙江,2020-02-22,16
2167,浙江,2020-02-26,12
2168,浙江,2020-02-27,5
2169,浙江,2020-02-28,4
2170,浙江,2020-03-01,3
2171,浙江,2020-03-02,1
2172,浙江,2020-03-10,0
2173,湖北,2020-01-22,1
2174,湖北,2020-01-23,8
2175,湖北,2020-01-24,21
2176,湖北,2020-01-25,37
2177,湖北,2020-01-26,87
2178,湖北,2020-01-27,111
2179,湖北,2020-01-28,138
2180,湖北,2020-01-29,187
2181,湖北,2020-01-30,222
2182,湖北,2020-01-31,245
2183,湖北,2020-02-01,319
2184,湖北,2020-02-02,328
2185,湖北,2020-02-03,380
2186,湖北,2020-02-04,390
2187,湖北,2020-02-05,470
2188,湖北,2020-02-06,512
2189,湖北,2020-02-07,534
2190,湖北,2020-02-08,562
2191,湖北,2020-02-09,558
2192,湖北,2020-02-10,566
2193,湖北,2020-02-11,591
2194,湖北,2020-02-12,770
2195,湖北,2020-02-13,767
2196,湖北,2020-02-14,761
2197,湖北,2020-02-15,757
2198,湖北,2020-02-16,743
2199,湖北,2020-02-17,732
2200,湖北,2020-02-18,695
2201,湖北,2020-02-19,679
2202,湖北,2020-02-20,648
2203,湖北,2020-02-21,583
2204,湖北,2020-02-22,522
2205,湖北,2020-02-23,494
2206,湖北,2020-02-24,451
2207,湖北,2020-02-25,416
2208,湖北,2020-02-26,378
2209,湖北,2020-02-27,353
2210,湖北,2020-02-28,324
2211,湖北,2020-02-29,284
2212,湖北,2020-03-01,266
2213,湖北,2020-03-02,239
2214,湖北,2020-03-03,225
2215,湖北,2020-03-04,203
2216,湖北,2020-03-05,187
2217,湖北,2020-03-06,161
2218,湖北,2020-03-07,146
2219,湖北,2020-03-08,122
2220,湖北,2020-03-09,100
2221,湖北,2020-03-10,72
2222,湖北,2020-03-11,55
2223,湖北,2020-03-12,50
2224,湖北,2020-03-13,29
2225,湖北,2020-03-14,25
2226,湖北,2020-03-15,24
2227,湖北,2020-03-16,21
2228,湖北,2020-03-17,19
2229,湖北,2020-03-18,18
2230,湖北,2020-03-19,14
2231,湖北,2020-03-20,8
2232,湖北,2020-03-21,5
2233,湖北,2020-03-23,4
2234,湖北,2020-03-24,3
2235,湖北,2020-03-26,2
2236,湖北,2020-03-27,1
2237,湖北,2020-03-31,0
2238,湖北,2020-01-22,6
2239,湖北,2020-01-23,8
2240,湖北,2020-01-24,10
2241,湖北,2020-01-25,31
2242,湖北,2020-01-26,45
2243,湖北,2020-01-27,68
2244,湖北,2020-01-28,98
2245,湖北,2020-01-29,147
2246,湖北,2020-01-30,217
2247,湖北,2020-01-31,281
2248,湖北,2020-02-01,327
2249,湖北,2020-02-02,489
2250,湖北,2020-02-03,599
2251,湖北,2020-02-04,694
2252,湖北,2020-02-05,772
2253,湖北,2020-02-06,852
2254,湖北,2020-02-07,900
2255,湖北,2020-02-08,950
2256,湖北,2020-02-09,984
2257,湖北,2020-02-10,1002
2258,湖北,2020-02-11,1009
2259,湖北,2020-02-12,1306
2260,湖北,2020-02-13,1261
2261,湖北,2020-02-14,1254
2262,湖北,2020-02-15,1191
2263,湖北,2020-02-16,1159
2264,湖北,2020-02-17,1160
2265,湖北,2020-02-18,1094
2266,湖北,2020-02-19,1062
2267,湖北,2020-02-20,989
2268,湖北,2020-02-21,914
2269,湖北,2020-02-22,852
2270,湖北,2020-02-23,798
2271,湖北,2020-02-24,758
2272,湖北,2020-02-25,711
2273,湖北,2020-02-26,667
2274,湖北,2020-02-27,620
2275,湖北,2020-02-28,568
2276,湖北,2020-02-29,499
2277,湖北,2020-03-01,436
2278,湖北,2020-03-02,388
2279,湖北,2020-03-03,317
2280,湖北,2020-03-04,263
2281,湖北,2020-03-05,206
2282,湖北,2020-03-06,182
2283,湖北,2020-03-07,155
2284,湖北,2020-03-08,121
2285,湖北,2020-03-09,100
2286,湖北,2020-03-10,89
2287,湖北,2020-03-11,79
2288,湖北,2020-03-12,67
2289,湖北,2020-03-13,56
2290,湖北,2020-03-14,47
2291,湖北,2020-03-15,38
2292,湖北,2020-03-16,32
2293,湖北,2020-03-17,31
2294,湖北,2020-03-18,28
2295,湖北,2020-03-19,13
2296,湖北,2020-03-20,6
2297,湖北,2020-03-21,4
2298,湖北,2020-03-23,3
2299,湖北,2020-03-24,2
2300,湖北,2020-03-25,1
2301,湖北,2020-03-27,0
2302,甘肃,2020-01-22,1
2303,甘肃,2020-01-24,2
2304,甘肃,2020-01-25,4
2305,甘肃,2020-01-26,8
2306,甘肃,2020-01-27,11
2307,甘肃,2020-01-28,13
2308,甘肃,2020-01-30,15
2309,甘肃,2020-01-31,20
2310,甘肃,2020-02-01,23
2311,甘肃,2020-02-02,24
2312,甘肃,2020-02-03,26
2313,甘肃,2020-02-04,27
2314,甘肃,2020-02-06,27
2315,甘肃,2020-02-07,26
2316,甘肃,2020-02-08,24
2317,甘肃,2020-02-09,21
2318,甘肃,2020-02-10,19
2319,甘肃,2020-02-12,18
2320,甘肃,2020-02-13,16
2321,甘肃,2020-02-16,13
2322,甘肃,2020-02-17,14
2323,甘肃,2020-02-18,11
2324,甘肃,2020-02-19,10
2325,甘肃,2020-02-20,7
2326,甘肃,2020-02-21,5
2327,甘肃,2020-02-23,3
2328,甘肃,2020-02-26,2
2329,甘肃,2020-03-02,1
2330,甘肃,2020-03-09,0
2331,甘肃,2020-03-29,1
2332,甘肃,2020-04-05,0
2333,海南,2020-01-22,1
2334,海南,2020-01-31,3
2335,海南,2020-02-01,4
2336,海南,2020-02-04,5
2337,海南,2020-02-09,5
2338,海南,2020-02-12,4
2339,海南,2020-02-14,3
2340,海南,2020-02-17,2
2341,海南,2020-02-23,1
2342,海南,2020-02-25,0
2343,山东,2020-01-22,2
2344,山东,2020-01-24,3
2345,山东,2020-01-25,7
2346,山东,2020-01-27,8
2347,山东,2020-01-28,15
2348,山东,2020-01-29,16
2349,山东,2020-01-30,20
2350,山东,2020-01-31,23
2351,山东,2020-02-01,24
2352,山东,2020-02-03,26
2353,山东,2020-02-04,29
2354,山东,2020-02-05,31
2355,山东,2020-02-06,32
2356,山东,2020-02-07,35
2357,山东,2020-02-08,36
2358,山东,2020-02-09,36
2359,山东,2020-02-10,35
2360,山东,2020-02-11,35
2361,山东,2020-02-12,33
2362,山东,2020-02-13,34
2363,山东,2020-02-14,22
2364,山东,2020-02-15,18
2365,山东,2020-02-16,15
2366,山东,2020-02-17,13
2367,山东,2020-02-18,11
2368,山东,2020-02-19,8
2369,山东,2020-02-20,6
2370,山东,2020-02-21,5
2371,山东,2020-02-25,4
2372,山东,2020-02-29,3
2373,山东,2020-03-01,2
2374,山东,2020-03-04,1
2375,山东,2020-03-14,0
2376,广西,2020-01-22,1
2377,广西,2020-01-23,2
2378,广西,2020-01-24,3
2379,广西,2020-01-25,4
2380,广西,2020-01-26,6
2381,广西,2020-01-29,10
2382,广西,2020-01-30,11
2383,广西,2020-01-31,12
2384,广西,2020-02-02,14
2385,广西,2020-02-03,15
2386,广西,2020-02-04,16
2387,广西,2020-02-05,17
2388,广西,2020-02-09,19
2389,广西,2020-02-10,16
2390,广西,2020-02-12,15
2391,广西,2020-02-14,17
2392,广西,2020-02-15,16
2393,广西,2020-02-19,14
2394,广西,2020-02-20,13
2395,广西,2020-02-23,12
2396,广西,2020-02-26,9
2397,广西,2020-02-29,8
2398,广西,2020-03-02,7
2399,广西,2020-03-03,5
2400,广西,2020-03-05,4
2401,广西,2020-03-07,3
2402,广西,2020-03-10,2
2403,广西,2020-03-11,1
2404,广西,2020-03-15,0
2405,安徽,2020-01-22,1
2406,安徽,2020-01-23,2
2407,安徽,2020-01-25,3
2408,安徽,2020-01-27,4
2409,安徽,2020-01-28,6
2410,安徽,2020-01-29,8
2411,安徽,2020-01-30,8
2412,安徽,2020-01-31,12
2413,安徽,2020-02-02,19
2414,安徽,2020-02-03,29
2415,安徽,2020-02-04,33
2416,安徽,2020-02-05,35
2417,安徽,2020-02-06,40
2418,安徽,2020-02-07,50
2419,安徽,2020-02-08,52
2420,安徽,2020-02-09,55
2421,安徽,2020-02-10,56
2422,安徽,2020-02-12,57
2423,安徽,2020-02-13,58
2424,安徽,2020-02-14,55
2425,安徽,2020-02-15,50
2426,安徽,2020-02-16,52
2427,安徽,2020-02-17,47
2428,安徽,2020-02-18,46
2429,安徽,2020-02-19,39
2430,安徽,2020-02-20,34
2431,安徽,2020-02-21,30
2432,安徽,2020-02-22,26
2433,安徽,2020-02-23,25
2434,安徽,2020-02-24,24
2435,安徽,2020-02-25,23
2436,安徽,2020-02-26,21
2437,安徽,2020-02-27,16
2438,安徽,2020-02-28,14
2439,安徽,2020-02-29,12
2440,安徽,2020-03-01,11
2441,安徽,2020-03-02,6
2442,安徽,2020-03-03,0
2443,河南,2020-01-22,1
2444,河南,2020-01-26,2
2445,河南,2020-01-30,3
2446,河南,2020-01-31,5
2447,河南,2020-02-01,7
2448,河南,2020-02-03,11
2449,河南,2020-02-04,16
2450,河南,2020-02-05,20
2451,河南,2020-02-06,23
2452,河南,2020-02-07,23
2453,河南,2020-02-09,25
2454,河南,2020-02-10,26
2455,河南,2020-02-11,27
2456,河南,2020-02-12,26
2457,河南,2020-02-14,23
2458,河南,2020-02-15,21
2459,河南,2020-02-16,20
2460,河南,2020-02-17,19
2461,河南,2020-02-18,18
2462,河南,2020-02-19,17
2463,河南,2020-02-20,15
2464,河南,2020-02-21,14
2465,河南,2020-02-22,12
2466,河南,2020-02-24,10
2467,河南,2020-02-25,9
2468,河南,2020-02-26,6
2469,河南,2020-02-27,4
2470,河南,2020-02-28,3
2471,河南,2020-03-01,0
2472,四川,2020-01-22,2
2473,四川,2020-01-25,5
2474,四川,2020-01-26,7
2475,四川,2020-01-27,8
2476,四川,2020-01-29,9
2477,四川,2020-01-30,11
2478,四川,2020-01-31,12
2479,四川,2020-02-01,14
2480,四川,2020-02-02,16
2481,四川,2020-02-04,15
2482,四川,2020-02-05,16
2483,四川,2020-02-06,17
2484,四川,2020-02-07,18
2485,四川,2020-02-08,17
2486,四川,2020-02-09,17
2487,四川,2020-02-11,18
2488,四川,2020-02-13,17
2489,四川,2020-02-15,16
2490,四川,2020-02-17,13
2491,四川,2020-02-18,12
2492,四川,2020-02-21,10
2493,四川,2020-02-25,8
2494,四川,2020-02-28,7
2495,四川,2020-03-01,6
2496,四川,2020-03-04,4
2497,四川,2020-03-10,2
2498,四川,2020-03-13,0
2499,黑龙江,2020-01-22,1
2500,黑龙江,2020-01-30,2
2501,黑龙江,2020-01-31,6
2502,黑龙江,2020-02-01,7
2503,黑龙江,2020-02-02,8
2504,黑龙江,2020-02-04,9
2505,黑龙江,2020-02-05,10
2506,黑龙江,2020-02-06,11
2507,黑龙江,2020-02-07,12
2508,黑龙江,2020-02-16,11
2509,黑龙江,2020-02-17,12
2510,黑龙江,2020-02-19,13
2511,黑龙江,2020-02-21,12
2512,黑龙江,2020-02-22,8
2513,黑龙江,2020-02-23,7
2514,黑龙江,2020-02-24,6
2515,黑龙江,2020-02-26,5
2516,黑龙江,2020-03-03,3
2517,黑龙江,2020-03-04,4
2518,黑龙江,2020-03-07,2
2519,黑龙江,2020-03-13,1
2520,黑龙江,2020-03-14,0
2521,黑龙江,2020-04-18,2
2522,黑龙江,2020-04-25,5
2523,黑龙江,2020-04-30,10
2524,黑龙江,2020-05-04,9
2525,黑龙江,2020-05-06,7
2526,黑龙江,2020-05-07,5
2527,黑龙江,2020-05-09,3
2528,黑龙江,2020-05-11,0
2529,江西,2020-01-22,1
2530,江西,2020-01-23,2
2531,江西,2020-01-24,3
2532,江西,2020-01-25,4
2533,江西,2020-01-26,8
2534,江西,2020-01-27,17
2535,江西,2020-01-28,25
2536,江西,2020-01-29,46
2537,江西,2020-01-30,66
2538,江西,2020-01-31,82
2539,江西,2020-02-01,88
2540,江西,2020-02-02,99
2541,江西,2020-02-03,117
2542,江西,2020-02-04,127
2543,江西,2020-02-05,139
2544,江西,2020-02-06,148
2545,江西,2020-02-07,148
2546,江西,2020-02-08,152
2547,江西,2020-02-09,155
2548,江西,2020-02-10,150
2549,江西,2020-02-11,153
2550,江西,2020-02-12,150
2551,江西,2020-02-13,150
2552,江西,2020-02-14,150
2553,江西,2020-02-15,152
2554,江西,2020-02-16,139
2555,江西,2020-02-17,134
2556,江西,2020-02-18,115
2557,江西,2020-02-19,96
2558,江西,2020-02-20,84
2559,江西,2020-02-21,67
2560,江西,2020-02-22,51
2561,江西,2020-02-23,48
2562,江西,2020-02-24,45
2563,江西,2020-02-25,42
2564,江西,2020-02-26,36
2565,江西,2020-02-27,32
2566,江西,2020-02-28,28
2567,江西,2020-02-29,23
2568,江西,2020-03-01,18
2569,江西,2020-03-02,14
2570,江西,2020-03-03,12
2571,江西,2020-03-04,11
2572,江西,2020-03-05,8
2573,江西,2020-03-06,7
2574,江西,2020-03-07,6
2575,江西,2020-03-08,5
2576,江西,2020-03-09,3
2577,江西,2020-03-10,1
2578,江西,2020-03-11,0
2579,天津,2020-01-22,1
2580,天津,2020-02-02,2
2581,天津,2020-02-03,3
